Edges,Stool_genus_network
Fusobacterium-Arcanobacterium-pos,0.0736
Fusobacterium-Porphyromonas-pos,0.0282
Fusobacterium-Brevibacillus-pos,0.0274
Fusobacterium-Selenomonas-neg,0.0421
Fusobacterium-Campylobacter-pos,0.0759
Fusobacterium-Eggerthellaceae-neg,0.0098
Fusobacterium-Ruminiclostridium-pos,0.121
Fusobacterium-Rhizobium-pos,0.1483
Fusobacterium-Anaerobranca-neg,0.0634
Fusobacterium-Domibacillus-pos,0.0291
Fusobacterium-Actinomyces-neg,0.0201
Fusobacterium-Paenibacillus-pos,0.0331
Fusobacterium-Stenotrophomonas-pos,0.1447
Fusobacterium-Eggerthella-neg,0.006
Fusobacterium-Acetobacter-pos,0.0256
Fusobacterium-Acetobacterium-pos,0.0057
Fusobacterium-Flavobacterium-pos,0.2158
Fusobacterium-Actinobacteria-pos,0.1527
Fusobacterium-Pedobacter-pos,0.0166
Fusobacterium-Micrococcus-neg,0.0355
Fusobacterium-Brevundimonas-pos,0.1011
Fusobacterium-Slackia-neg,0.1141
Fusobacterium-Gammaproteobacteria-neg,0.0076
Fusobacterium-Rhodobacteraceae-neg,0.078
Fusobacterium-Propionibacteriaceae-pos,0.043
Fusobacterium-Oscillatoriaceae-pos,0.0809
Fusobacterium-Flavobacteriaceae-neg,0.0298
Kurthia-Staphylococcaceae-neg,0.0492
Kurthia-Methylobacterium-pos,0.0317
Kurthia-Veillonella-pos,0.038
Kurthia-Acinetobacter-pos,0.1754
Kurthia-Aeromonas-pos,0.0885
Kurthia-Bacillaceae-neg,0.0948
Kurthia-Clostridiaceae-pos,0.1151
Kurthia-Peptoniphilus-neg,0.0729
Kurthia-Dietzia-pos,0.0489
Kurthia-Erysipelothrix-pos,0.1736
Kurthia-Sporomusaceae-neg,0.0856
Kurthia-Desulfuromonadaceae-pos,0.0582
Kurthia-Anaerococcus-pos,0.0238
Kurthia-Arcanobacterium-pos,0.018
Kurthia-Porphyromonas-pos,0.0864
Kurthia-Brevibacillus-pos,0.025
Kurthia-Selenomonas-neg,0.0105
Kurthia-Campylobacter-neg,0.0932
Kurthia-Eggerthellaceae-neg,0.0394
Kurthia-Ruminiclostridium-neg,0.0185
Kurthia-Rhizobium-pos,0.0115
Kurthia-Anaerobranca-pos,0.0856
Kurthia-Domibacillus-neg,0.0216
Kurthia-Actinomyces-neg,0.0467
Kurthia-Paenibacillus-pos,0.0944
Kurthia-Stenotrophomonas-neg,0.0924
Kurthia-Eggerthella-pos,0.0349
Kurthia-Acetobacter-neg,0.0161
Kurthia-Acetobacterium-neg,0.0775
Kurthia-Flavobacterium-pos,0.0251
Kurthia-Actinobacteria-neg,0.0248
Kurthia-Pedobacter-neg,0.0689
Kurthia-Micrococcus-neg,0.0441
Kurthia-Brevundimonas-pos,0.0025
Kurthia-Slackia-pos,0.0973
Kurthia-Gammaproteobacteria-pos,0.1642
Kurthia-Rhodobacteraceae-neg,0.091
Kurthia-Propionibacteriaceae-pos,0.1069
Kurthia-Oscillatoriaceae-pos,0.0275
Kurthia-Flavobacteriaceae-pos,0.1014
Staphylococcaceae-Methylobacterium-neg,0.0746
Staphylococcaceae-Veillonella-neg,0.1162
Staphylococcaceae-Acinetobacter-neg,0.0291
Staphylococcaceae-Aeromonas-neg,0.08
Staphylococcaceae-Bacillaceae-neg,0.0833
Staphylococcaceae-Clostridiaceae-pos,0.0168
Staphylococcaceae-Peptoniphilus-neg,0.0209
Staphylococcaceae-Dietzia-neg,0.0745
Staphylococcaceae-Erysipelothrix-pos,0.011
Staphylococcaceae-Sporomusaceae-pos,0.0839
Staphylococcaceae-Desulfuromonadaceae-pos,0.0514
Staphylococcaceae-Anaerococcus-pos,0.0726
Staphylococcaceae-Arcanobacterium-neg,0.0601
Staphylococcaceae-Porphyromonas-neg,0.0205
Staphylococcaceae-Brevibacillus-neg,0.0467
Staphylococcaceae-Selenomonas-neg,0.013
Staphylococcaceae-Campylobacter-neg,0.0706
Staphylococcaceae-Eggerthellaceae-pos,0.0004
Staphylococcaceae-Ruminiclostridium-pos,0.043
Staphylococcaceae-Rhizobium-neg,0.0764
Staphylococcaceae-Anaerobranca-pos,0.0274
Staphylococcaceae-Domibacillus-pos,0.0206
Staphylococcaceae-Actinomyces-pos,0.0978
Staphylococcaceae-Paenibacillus-pos,0.0797
Staphylococcaceae-Stenotrophomonas-neg,0.0818
Staphylococcaceae-Eggerthella-pos,0.0474
Staphylococcaceae-Acetobacter-neg,0.0434
Staphylococcaceae-Acetobacterium-neg,0.0716
Staphylococcaceae-Flavobacterium-pos,0.0114
Staphylococcaceae-Actinobacteria-pos,0.0335
Staphylococcaceae-Pedobacter-neg,0.0626
Staphylococcaceae-Micrococcus-neg,0.0839
Staphylococcaceae-Brevundimonas-neg,0.0381
Staphylococcaceae-Slackia-pos,0.0089
Staphylococcaceae-Gammaproteobacteria-neg,0.0188
Staphylococcaceae-Rhodobacteraceae-neg,0.0104
Staphylococcaceae-Propionibacteriaceae-pos,0.003
Staphylococcaceae-Oscillatoriaceae-neg,0.0818
Staphylococcaceae-Flavobacteriaceae-neg,0.0816
Methylobacterium-Veillonella-neg,0.0033
Methylobacterium-Acinetobacter-neg,0.0264
Methylobacterium-Aeromonas-neg,0.0541
Methylobacterium-Bacillaceae-pos,0.0421
Methylobacterium-Clostridiaceae-pos,0.0204
Methylobacterium-Peptoniphilus-neg,0.0298
Methylobacterium-Dietzia-pos,0.1127
Methylobacterium-Erysipelothrix-neg,0.0018
Methylobacterium-Sporomusaceae-neg,0.1135
Methylobacterium-Desulfuromonadaceae-neg,0.0298
Methylobacterium-Anaerococcus-pos,0.0429
Methylobacterium-Arcanobacterium-neg,0.0379
Methylobacterium-Porphyromonas-neg,0.016
Methylobacterium-Brevibacillus-pos,0.0379
Methylobacterium-Selenomonas-pos,0.0074
Methylobacterium-Campylobacter-neg,0.0713
Methylobacterium-Eggerthellaceae-pos,0.0428
Methylobacterium-Ruminiclostridium-pos,0.0072
Methylobacterium-Rhizobium-pos,0.0806
Methylobacterium-Anaerobranca-neg,0.027
Methylobacterium-Domibacillus-neg,0.0511
Methylobacterium-Actinomyces-neg,0.0033
Methylobacterium-Paenibacillus-neg,0.0267
Methylobacterium-Stenotrophomonas-pos,0.0207
Methylobacterium-Eggerthella-neg,0.0237
Methylobacterium-Acetobacter-pos,0.0564
Methylobacterium-Acetobacterium-neg,0.0178
Methylobacterium-Flavobacterium-pos,0.015
Methylobacterium-Actinobacteria-pos,0.0132
Methylobacterium-Pedobacter-pos,0.1124
Methylobacterium-Micrococcus-pos,0.049
Methylobacterium-Brevundimonas-pos,0.0718
Methylobacterium-Slackia-neg,0.0131
Methylobacterium-Gammaproteobacteria-pos,0.003
Methylobacterium-Rhodobacteraceae-pos,0.0318
Methylobacterium-Propionibacteriaceae-pos,0.0334
Methylobacterium-Oscillatoriaceae-neg,0.0789
Methylobacterium-Flavobacteriaceae-pos,0.0287
Veillonella-Acinetobacter-neg,0.0576
Veillonella-Aeromonas-pos,0.1319
Veillonella-Bacillaceae-neg,0.0383
Veillonella-Clostridiaceae-neg,0.009
Veillonella-Peptoniphilus-pos,0.0153
Veillonella-Dietzia-neg,0.1342
Veillonella-Erysipelothrix-neg,0.021
Veillonella-Sporomusaceae-pos,0.0711
Veillonella-Desulfuromonadaceae-pos,0.0145
Veillonella-Anaerococcus-pos,0.0021
Veillonella-Arcanobacterium-neg,0.0092
Veillonella-Porphyromonas-pos,0.0783
Veillonella-Brevibacillus-pos,0.0437
Veillonella-Selenomonas-pos,0.0264
Veillonella-Campylobacter-neg,0.0347
Veillonella-Eggerthellaceae-pos,0.0455
Veillonella-Ruminiclostridium-pos,0.0563
Veillonella-Rhizobium-neg,0.0528
Veillonella-Anaerobranca-pos,0.0328
Veillonella-Domibacillus-pos,0.0147
Veillonella-Actinomyces-pos,0.0511
Veillonella-Paenibacillus-pos,0.0029
Veillonella-Stenotrophomonas-neg,0.0527
Veillonella-Eggerthella-neg,0.0356
Veillonella-Acetobacter-pos,0.0529
Veillonella-Acetobacterium-pos,0.1011
Veillonella-Flavobacterium-pos,0.0404
Veillonella-Actinobacteria-neg,0.0883
Veillonella-Pedobacter-pos,0.0473
Veillonella-Micrococcus-pos,0.023
Veillonella-Brevundimonas-pos,0.0378
Veillonella-Slackia-pos,0.0253
Veillonella-Gammaproteobacteria-neg,0.0212
Veillonella-Rhodobacteraceae-neg,0.0841
Veillonella-Propionibacteriaceae-pos,0.002
Veillonella-Oscillatoriaceae-neg,0.0863
Veillonella-Flavobacteriaceae-pos,0.0508
Acinetobacter-Aeromonas-pos,0.0773
Acinetobacter-Bacillaceae-neg,0.0551
Acinetobacter-Clostridiaceae-neg,0.0035
Acinetobacter-Peptoniphilus-pos,0.0715
Acinetobacter-Dietzia-neg,0.0086
Acinetobacter-Erysipelothrix-pos,0.0289
Acinetobacter-Sporomusaceae-pos,0.1077
Acinetobacter-Desulfuromonadaceae-neg,0.0096
Acinetobacter-Anaerococcus-neg,0.0167
Acinetobacter-Arcanobacterium-neg,0.0086
Acinetobacter-Porphyromonas-pos,0.0547
Acinetobacter-Brevibacillus-neg,0.0231
Acinetobacter-Selenomonas-pos,0.0119
Acinetobacter-Campylobacter-pos,0.1158
Acinetobacter-Eggerthellaceae-neg,0.0487
Acinetobacter-Ruminiclostridium-neg,0.008
Acinetobacter-Rhizobium-neg,0.0486
Acinetobacter-Anaerobranca-pos,0.025
Acinetobacter-Domibacillus-neg,0.0206
Acinetobacter-Actinomyces-neg,0.0169
Acinetobacter-Paenibacillus-pos,0.0876
Acinetobacter-Stenotrophomonas-neg,0.0407
Acinetobacter-Eggerthella-pos,0.0252
Acinetobacter-Acetobacter-neg,0.0305
Acinetobacter-Acetobacterium-pos,0.061
Acinetobacter-Flavobacterium-pos,0.1445
Acinetobacter-Actinobacteria-pos,0.0729
Acinetobacter-Pedobacter-pos,0.0115
Acinetobacter-Micrococcus-pos,0.0743
Acinetobacter-Brevundimonas-neg,0.0723
Acinetobacter-Slackia-pos,0.0779
Acinetobacter-Gammaproteobacteria-pos,0.0328
Acinetobacter-Rhodobacteraceae-neg,0.0788
Acinetobacter-Propionibacteriaceae-neg,0.1728
Acinetobacter-Oscillatoriaceae-pos,0.0397
Acinetobacter-Flavobacteriaceae-neg,0.0166
Aeromonas-Bacillaceae-neg,0.0773
Aeromonas-Clostridiaceae-pos,0.0813
Aeromonas-Peptoniphilus-neg,0.0078
Aeromonas-Dietzia-neg,0.0187
Aeromonas-Erysipelothrix-pos,0.0835
Aeromonas-Sporomusaceae-pos,0.0346
Aeromonas-Desulfuromonadaceae-neg,0.0936
Aeromonas-Anaerococcus-neg,0.0326
Aeromonas-Arcanobacterium-pos,0.065
Aeromonas-Porphyromonas-neg,0.0747
Aeromonas-Brevibacillus-pos,0.0253
Aeromonas-Selenomonas-pos,0.0267
Aeromonas-Campylobacter-pos,0.0777
Aeromonas-Eggerthellaceae-neg,0.013
Aeromonas-Ruminiclostridium-pos,0.0036
Aeromonas-Rhizobium-pos,0.0905
Aeromonas-Anaerobranca-pos,0.0233
Aeromonas-Domibacillus-pos,0.0718
Aeromonas-Actinomyces-neg,0.0563
Aeromonas-Paenibacillus-pos,0.0397
Aeromonas-Stenotrophomonas-pos,0.0516
Aeromonas-Eggerthella-pos,0.032
Aeromonas-Acetobacter-pos,0.0663
Aeromonas-Acetobacterium-pos,0.1365
Aeromonas-Flavobacterium-pos,0.0898
Aeromonas-Actinobacteria-neg,0.0271
Aeromonas-Pedobacter-pos,0.0294
Aeromonas-Micrococcus-pos,0.0839
Aeromonas-Brevundimonas-pos,0.2258
Aeromonas-Slackia-pos,0.0583
Aeromonas-Gammaproteobacteria-pos,0.062
Aeromonas-Rhodobacteraceae-neg,0.0205
Aeromonas-Propionibacteriaceae-neg,0.0273
Aeromonas-Oscillatoriaceae-pos,0.0843
Aeromonas-Flavobacteriaceae-neg,0.0353
Bacillaceae-Clostridiaceae-pos,0.0718
Bacillaceae-Peptoniphilus-pos,0.0209
Bacillaceae-Dietzia-pos,0.0105
Bacillaceae-Erysipelothrix-neg,0.0099
Bacillaceae-Sporomusaceae-pos,0.0279
Bacillaceae-Desulfuromonadaceae-pos,0.0093
Bacillaceae-Anaerococcus-pos,0.0265
Bacillaceae-Arcanobacterium-pos,0.0298
Bacillaceae-Porphyromonas-neg,0.0187
Bacillaceae-Brevibacillus-pos,0.0772
Bacillaceae-Selenomonas-neg,0.0559
Bacillaceae-Campylobacter-pos,0.1014
Bacillaceae-Eggerthellaceae-pos,0.0434
Bacillaceae-Ruminiclostridium-pos,0.0451
Bacillaceae-Rhizobium-pos,0.0931
Bacillaceae-Anaerobranca-pos,0.0363
Bacillaceae-Domibacillus-neg,0.0134
Bacillaceae-Actinomyces-neg,0.0896
Bacillaceae-Paenibacillus-pos,0.0292
Bacillaceae-Stenotrophomonas-pos,0.0213
Bacillaceae-Eggerthella-neg,0.0529
Bacillaceae-Acetobacter-pos,0.0946
Bacillaceae-Acetobacterium-pos,0.0165
Bacillaceae-Flavobacterium-neg,0.0096
Bacillaceae-Actinobacteria-pos,0.0364
Bacillaceae-Pedobacter-pos,0.0916
Bacillaceae-Micrococcus-pos,0.0212
Bacillaceae-Brevundimonas-neg,0.0125
Bacillaceae-Slackia-pos,0.0837
Bacillaceae-Gammaproteobacteria-neg,0.0266
Bacillaceae-Rhodobacteraceae-pos,0.0522
Bacillaceae-Propionibacteriaceae-pos,0.0448
Bacillaceae-Oscillatoriaceae-neg,0.0007
Bacillaceae-Flavobacteriaceae-neg,0.0501
Clostridiaceae-Peptoniphilus-neg,0.0379
Clostridiaceae-Dietzia-neg,0.0426
Clostridiaceae-Erysipelothrix-pos,0.0244
Clostridiaceae-Sporomusaceae-neg,0.0229
Clostridiaceae-Desulfuromonadaceae-neg,0.0021
Clostridiaceae-Anaerococcus-pos,0.0409
Clostridiaceae-Arcanobacterium-pos,0.0433
Clostridiaceae-Porphyromonas-pos,0.0177
Clostridiaceae-Brevibacillus-pos,0.0173
Clostridiaceae-Selenomonas-pos,0.001
Clostridiaceae-Campylobacter-pos,0.1023
Clostridiaceae-Eggerthellaceae-neg,0.0549
Clostridiaceae-Ruminiclostridium-pos,0.0296
Clostridiaceae-Rhizobium-pos,0.0979
Clostridiaceae-Anaerobranca-neg,0.019
Clostridiaceae-Domibacillus-pos,0.0393
Clostridiaceae-Actinomyces-pos,0.0111
Clostridiaceae-Paenibacillus-pos,0.0809
Clostridiaceae-Stenotrophomonas-neg,0.1333
Clostridiaceae-Eggerthella-neg,0.0448
Clostridiaceae-Acetobacter-pos,0.0462
Clostridiaceae-Acetobacterium-pos,0.0288
Clostridiaceae-Flavobacterium-pos,0.1068
Clostridiaceae-Actinobacteria-neg,0.0053
Clostridiaceae-Pedobacter-pos,0.0422
Clostridiaceae-Micrococcus-neg,0.0664
Clostridiaceae-Brevundimonas-neg,0.0025
Clostridiaceae-Slackia-pos,0.0205
Clostridiaceae-Gammaproteobacteria-pos,0.0713
Clostridiaceae-Rhodobacteraceae-pos,0.0248
Clostridiaceae-Propionibacteriaceae-pos,0.0683
Clostridiaceae-Oscillatoriaceae-neg,0.0751
Clostridiaceae-Flavobacteriaceae-pos,0.0356
Peptoniphilus-Dietzia-neg,0.0575
Peptoniphilus-Erysipelothrix-pos,0.0352
Peptoniphilus-Sporomusaceae-pos,0.1122
Peptoniphilus-Desulfuromonadaceae-pos,0.0455
Peptoniphilus-Anaerococcus-pos,0.0904
Peptoniphilus-Arcanobacterium-pos,0.0868
Peptoniphilus-Porphyromonas-pos,0.0553
Peptoniphilus-Brevibacillus-neg,0.017
Peptoniphilus-Selenomonas-pos,0.0421
Peptoniphilus-Campylobacter-pos,0.0713
Peptoniphilus-Eggerthellaceae-neg,0.0232
Peptoniphilus-Ruminiclostridium-pos,0.0308
Peptoniphilus-Rhizobium-neg,0.0181
Peptoniphilus-Anaerobranca-neg,0.0731
Peptoniphilus-Domibacillus-neg,0.0171
Peptoniphilus-Actinomyces-pos,0.1274
Peptoniphilus-Paenibacillus-pos,0.0532
Peptoniphilus-Stenotrophomonas-neg,0.0192
Peptoniphilus-Eggerthella-pos,0.0412
Peptoniphilus-Acetobacter-neg,0.0707
Peptoniphilus-Acetobacterium-pos,0.0742
Peptoniphilus-Flavobacterium-pos,0.0229
Peptoniphilus-Actinobacteria-neg,0.057
Peptoniphilus-Pedobacter-pos,0.0822
Peptoniphilus-Micrococcus-pos,0.0374
Peptoniphilus-Brevundimonas-neg,0.0443
Peptoniphilus-Slackia-neg,0.0607
Peptoniphilus-Gammaproteobacteria-pos,0.0223
Peptoniphilus-Rhodobacteraceae-pos,0.0457
Peptoniphilus-Propionibacteriaceae-pos,0.0082
Peptoniphilus-Oscillatoriaceae-neg,0.0031
Peptoniphilus-Flavobacteriaceae-pos,0.0313
Dietzia-Erysipelothrix-neg,0.023
Dietzia-Sporomusaceae-neg,0.0527
Dietzia-Desulfuromonadaceae-neg,0.0906
Dietzia-Anaerococcus-neg,0.0281
Dietzia-Arcanobacterium-pos,0.0516
Dietzia-Porphyromonas-pos,0.0032
Dietzia-Brevibacillus-pos,0.0223
Dietzia-Selenomonas-pos,0.0634
Dietzia-Campylobacter-neg,0.0387
Dietzia-Eggerthellaceae-neg,0.0453
Dietzia-Ruminiclostridium-pos,0.0161
Dietzia-Rhizobium-pos,0.1732
Dietzia-Anaerobranca-neg,0.0412
Dietzia-Domibacillus-neg,0.0755
Dietzia-Actinomyces-neg,0.0087
Dietzia-Paenibacillus-neg,0.0627
Dietzia-Stenotrophomonas-pos,0.0859
Dietzia-Eggerthella-neg,0.0664
Dietzia-Acetobacter-pos,0.0705
Dietzia-Acetobacterium-pos,0.0527
Dietzia-Flavobacterium-neg,0.0041
Dietzia-Actinobacteria-pos,0.0272
Dietzia-Pedobacter-pos,0.0505
Dietzia-Micrococcus-pos,0.053
Dietzia-Brevundimonas-neg,0.0212
Dietzia-Slackia-neg,0.0875
Dietzia-Gammaproteobacteria-neg,0.0453
Dietzia-Rhodobacteraceae-pos,0.0344
Dietzia-Propionibacteriaceae-neg,0.0317
Dietzia-Oscillatoriaceae-pos,0.099
Dietzia-Flavobacteriaceae-neg,0.0291
Erysipelothrix-Sporomusaceae-neg,0.0159
Erysipelothrix-Desulfuromonadaceae-neg,0.1011
Erysipelothrix-Anaerococcus-pos,0.2031
Erysipelothrix-Arcanobacterium-pos,0.094
Erysipelothrix-Porphyromonas-neg,0.023
Erysipelothrix-Brevibacillus-pos,0.0105
Erysipelothrix-Selenomonas-neg,0.0498
Erysipelothrix-Campylobacter-pos,0.0421
Erysipelothrix-Eggerthellaceae-neg,0.007
Erysipelothrix-Ruminiclostridium-neg,0.024
Erysipelothrix-Rhizobium-pos,0.002
Erysipelothrix-Anaerobranca-neg,0.0353
Erysipelothrix-Domibacillus-pos,0.0135
Erysipelothrix-Actinomyces-neg,0.0897
Erysipelothrix-Paenibacillus-pos,0.1274
Erysipelothrix-Stenotrophomonas-pos,0.0047
Erysipelothrix-Eggerthella-pos,0.0783
Erysipelothrix-Acetobacter-pos,0.0437
Erysipelothrix-Acetobacterium-pos,0.0256
Erysipelothrix-Flavobacterium-neg,0.0052
Erysipelothrix-Actinobacteria-neg,0.017
Erysipelothrix-Pedobacter-pos,0.0148
Erysipelothrix-Micrococcus-pos,0.1481
Erysipelothrix-Brevundimonas-neg,0.0322
Erysipelothrix-Slackia-pos,0.0168
Erysipelothrix-Gammaproteobacteria-neg,0.0328
Erysipelothrix-Rhodobacteraceae-neg,0.1103
Erysipelothrix-Propionibacteriaceae-pos,0.0516
Erysipelothrix-Oscillatoriaceae-pos,0.0445
Erysipelothrix-Flavobacteriaceae-pos,0.1109
Sporomusaceae-Desulfuromonadaceae-pos,0.0888
Sporomusaceae-Anaerococcus-pos,0.1491
Sporomusaceae-Arcanobacterium-pos,0.0061
Sporomusaceae-Porphyromonas-pos,0.1149
Sporomusaceae-Brevibacillus-pos,0.0054
Sporomusaceae-Selenomonas-neg,0.0143
Sporomusaceae-Campylobacter-neg,0.0359
Sporomusaceae-Eggerthellaceae-neg,0.0224
Sporomusaceae-Ruminiclostridium-neg,0.0312
Sporomusaceae-Rhizobium-pos,0.0414
Sporomusaceae-Anaerobranca-pos,0.0368
Sporomusaceae-Domibacillus-pos,0.0563
Sporomusaceae-Actinomyces-pos,0.0131
Sporomusaceae-Paenibacillus-pos,0.0757
Sporomusaceae-Stenotrophomonas-pos,0.0428
Sporomusaceae-Eggerthella-pos,0.0464
Sporomusaceae-Acetobacter-neg,0.0082
Sporomusaceae-Acetobacterium-pos,0.082
Sporomusaceae-Flavobacterium-pos,0.0483
Sporomusaceae-Actinobacteria-neg,0.0259
Sporomusaceae-Pedobacter-neg,0.0262
Sporomusaceae-Micrococcus-pos,0.0342
Sporomusaceae-Brevundimonas-neg,0.0171
Sporomusaceae-Slackia-pos,0.0734
Sporomusaceae-Gammaproteobacteria-pos,0.0414
Sporomusaceae-Rhodobacteraceae-pos,0.1116
Sporomusaceae-Propionibacteriaceae-pos,0.0431
Sporomusaceae-Oscillatoriaceae-pos,0.0361
Sporomusaceae-Flavobacteriaceae-neg,0.0649
Desulfuromonadaceae-Anaerococcus-pos,0.065
Desulfuromonadaceae-Arcanobacterium-neg,0.0722
Desulfuromonadaceae-Porphyromonas-pos,0.0539
Desulfuromonadaceae-Brevibacillus-pos,0.0692
Desulfuromonadaceae-Selenomonas-neg,0.0757
Desulfuromonadaceae-Campylobacter-neg,0.0087
Desulfuromonadaceae-Eggerthellaceae-neg,0.0114
Desulfuromonadaceae-Ruminiclostridium-pos,0.0063
Desulfuromonadaceae-Rhizobium-pos,0.0754
Desulfuromonadaceae-Anaerobranca-neg,0.0153
Desulfuromonadaceae-Domibacillus-pos,0.0493
Desulfuromonadaceae-Actinomyces-pos,0.0894
Desulfuromonadaceae-Paenibacillus-neg,0.0538
Desulfuromonadaceae-Stenotrophomonas-neg,0.0851
Desulfuromonadaceae-Eggerthella-pos,0.0866
Desulfuromonadaceae-Acetobacter-pos,0.0581
Desulfuromonadaceae-Acetobacterium-pos,0.1124
Desulfuromonadaceae-Flavobacterium-pos,0.0018
Desulfuromonadaceae-Actinobacteria-neg,0.06
Desulfuromonadaceae-Pedobacter-neg,0.0048
Desulfuromonadaceae-Micrococcus-neg,0.0678
Desulfuromonadaceae-Brevundimonas-neg,0.045
Desulfuromonadaceae-Slackia-neg,0.0077
Desulfuromonadaceae-Gammaproteobacteria-pos,0.0946
Desulfuromonadaceae-Rhodobacteraceae-pos,0.0148
Desulfuromonadaceae-Propionibacteriaceae-neg,0.1293
Desulfuromonadaceae-Oscillatoriaceae-neg,0.0048
Desulfuromonadaceae-Flavobacteriaceae-pos,0.005
Anaerococcus-Arcanobacterium-pos,0.0653
Anaerococcus-Porphyromonas-neg,0.0826
Anaerococcus-Brevibacillus-neg,0.0315
Anaerococcus-Selenomonas-pos,0.034
Anaerococcus-Campylobacter-neg,0.0373
Anaerococcus-Eggerthellaceae-pos,0.0523
Anaerococcus-Ruminiclostridium-neg,0.0712
Anaerococcus-Rhizobium-neg,0.0517
Anaerococcus-Anaerobranca-neg,0.1044
Anaerococcus-Domibacillus-pos,0.0646
Anaerococcus-Actinomyces-pos,0.0025
Anaerococcus-Paenibacillus-neg,0.0329
Anaerococcus-Stenotrophomonas-neg,0.0714
Anaerococcus-Eggerthella-pos,0.0527
Anaerococcus-Acetobacter-pos,0.1001
Anaerococcus-Acetobacterium-pos,0.1236
Anaerococcus-Flavobacterium-pos,0.0681
Anaerococcus-Actinobacteria-pos,0.0044
Anaerococcus-Pedobacter-pos,0.0562
Anaerococcus-Micrococcus-pos,0.0072
Anaerococcus-Brevundimonas-pos,0.0263
Anaerococcus-Slackia-pos,0.0551
Anaerococcus-Gammaproteobacteria-neg,0.0606
Anaerococcus-Rhodobacteraceae-neg,0.0096
Anaerococcus-Propionibacteriaceae-neg,0.1107
Anaerococcus-Oscillatoriaceae-neg,0.0743
Anaerococcus-Flavobacteriaceae-neg,0.0053
Arcanobacterium-Porphyromonas-pos,0.0023
Arcanobacterium-Brevibacillus-pos,0.0165
Arcanobacterium-Selenomonas-neg,0.0307
Arcanobacterium-Campylobacter-pos,0.0619
Arcanobacterium-Eggerthellaceae-neg,0.0706
Arcanobacterium-Rhizobium-pos,0.1072
Arcanobacterium-Anaerobranca-neg,0.0921
Arcanobacterium-Domibacillus-neg,0.0313
Arcanobacterium-Actinomyces-neg,0.032
Arcanobacterium-Paenibacillus-pos,0.0213
Arcanobacterium-Stenotrophomonas-pos,0.066
Arcanobacterium-Eggerthella-pos,0.0512
Arcanobacterium-Acetobacter-neg,0.0674
Arcanobacterium-Acetobacterium-pos,0.0459
Arcanobacterium-Flavobacterium-neg,0.0069
Arcanobacterium-Actinobacteria-neg,0.0778
Arcanobacterium-Pedobacter-pos,0.0833
Arcanobacterium-Micrococcus-pos,0.0117
Arcanobacterium-Brevundimonas-pos,0.0514
Arcanobacterium-Slackia-neg,0.0454
Arcanobacterium-Gammaproteobacteria-pos,0.006
Arcanobacterium-Rhodobacteraceae-neg,0.0006
Arcanobacterium-Propionibacteriaceae-pos,0.0036
Arcanobacterium-Oscillatoriaceae-pos,0.031
Arcanobacterium-Flavobacteriaceae-pos,0.0203
Porphyromonas-Brevibacillus-pos,0.1018
Porphyromonas-Selenomonas-pos,0.0197
Porphyromonas-Campylobacter-pos,0.1501
Porphyromonas-Eggerthellaceae-neg,0.0264
Porphyromonas-Ruminiclostridium-pos,0.0003
Porphyromonas-Rhizobium-pos,0.0056
Porphyromonas-Anaerobranca-neg,0.0618
Porphyromonas-Domibacillus-pos,0.0089
Porphyromonas-Actinomyces-pos,0.0743
Porphyromonas-Paenibacillus-pos,0.0964
Porphyromonas-Stenotrophomonas-neg,0.0412
Porphyromonas-Eggerthella-pos,0.0062
Porphyromonas-Acetobacter-neg,0.1151
Porphyromonas-Acetobacterium-pos,0.0455
Porphyromonas-Flavobacterium-neg,0.0013
Porphyromonas-Actinobacteria-neg,0.0563
Porphyromonas-Pedobacter-pos,0.0081
Porphyromonas-Micrococcus-pos,0.0139
Porphyromonas-Brevundimonas-neg,0.0054
Porphyromonas-Slackia-neg,0.0487
Porphyromonas-Gammaproteobacteria-pos,0.0208
Porphyromonas-Rhodobacteraceae-neg,0.0237
Porphyromonas-Propionibacteriaceae-neg,0.0883
Porphyromonas-Oscillatoriaceae-neg,0.0616
Porphyromonas-Flavobacteriaceae-neg,0.1167
Brevibacillus-Selenomonas-pos,0.0235
Brevibacillus-Campylobacter-pos,0.005
Brevibacillus-Eggerthellaceae-pos,0.1472
Brevibacillus-Ruminiclostridium-neg,0.0837
Brevibacillus-Rhizobium-pos,0.0256
Brevibacillus-Anaerobranca-pos,0.0238
Brevibacillus-Domibacillus-pos,0.0681
Brevibacillus-Actinomyces-pos,0.1146
Brevibacillus-Paenibacillus-pos,0.0805
Brevibacillus-Stenotrophomonas-pos,0.071
Brevibacillus-Eggerthella-pos,0.0647
Brevibacillus-Acetobacter-neg,0.1131
Brevibacillus-Acetobacterium-neg,0.0484
Brevibacillus-Flavobacterium-neg,0.0066
Brevibacillus-Actinobacteria-pos,0.0229
Brevibacillus-Pedobacter-neg,0.0028
Brevibacillus-Micrococcus-pos,0.0131
Brevibacillus-Brevundimonas-pos,0.0607
Brevibacillus-Slackia-pos,0.0038
Brevibacillus-Gammaproteobacteria-neg,0.0624
Brevibacillus-Rhodobacteraceae-pos,0.0224
Brevibacillus-Propionibacteriaceae-pos,0.0383
Brevibacillus-Oscillatoriaceae-pos,0.0271
Brevibacillus-Flavobacteriaceae-neg,0.0504
Selenomonas-Campylobacter-neg,0.0642
